"country_id","area","area_code","numbertype","mnc","mnci","network"
"33","Mobile - TELCELL GSM",NULL,"1","51","1311","TELCELL GSM"
"33","Mobile - SETEL GSM",NULL,"1","91","2335","SETEL GSM"
"33","Mobile - UTS Wireless",NULL,"1","951","2385","UTS Wireless"
"163","Mobile - OPT Mobilis",NULL,"1","1","31","OPT Mobilis"
"173","Mobile - 2degrees",NULL,"1","28","655","2degrees"
"173","Mobile - Spark/NZ Telecom",NULL,"1","5","95","Spark/NZ Telecom"
"173","Mobile - Spark/NZ Telecom",NULL,"1","2","47","Spark/NZ Telecom"
"173","Mobile - Telstra",NULL,"1","4","79","Telstra"
"173","Mobile - Two Degrees Mobile Ltd",NULL,"1","24","591","Two Degrees Mobile Ltd"
"173","Mobile - Vodafone",NULL,"1","1","31","Vodafone"
"173","Mobile - Walker Wireless Ltd.",NULL,"1","3","63","Walker Wireless Ltd."
"167","Mobile - Empresa Nicaraguense de Telecomunicaciones SA (ENITEL)",NULL,"1","21","543","Empresa Nicaraguense de Telecomunicaciones SA (ENITEL)"
"167","Mobile - Movistar",NULL,"1","30","783","Movistar"
"167","Mobile - Claro",NULL,"1","73","1855","Claro"
"164","Mobile - MOOV/TeleCel",NULL,"1","3","63","MOOV/TeleCel"
"164","Mobile - Orange/Sahelc.",NULL,"1","4","79","Orange/Sahelc."
"164","Mobile - Orange/Sahelc.",NULL,"1","1","31","Orange/Sahelc."
"164","Mobile - Airtel/Zain/CelTel",NULL,"1","2","47","Airtel/Zain/CelTel"
"166","Mobile - Airtel/ZAIN/Econet",NULL,"1","20","527","Airtel/ZAIN/Econet"
"166","Mobile - ETISALAT",NULL,"1","60","1551","ETISALAT"
"166","Mobile - Glo Mobile",NULL,"1","50","1295","Glo Mobile"
"166","Mobile - M-Tel/Nigeria Telecom. Ltd.",NULL,"1","40","1039","M-Tel/Nigeria Telecom. Ltd."
"166","Mobile - MTN",NULL,"1","30","783","MTN"
"166","Mobile - Starcomms",NULL,"1","99","2463","Starcomms"
"166","Mobile - Visafone",NULL,"1","25","607","Visafone"
"166","Mobile - Visafone",NULL,"1","1","31","Visafone"
"168","Mobile - Niue Telecom",NULL,"1","1","31","Niue Telecom"
"170","Mobile - Com4 AS",NULL,"1","9","159","Com4 AS"
"170","Mobile - ICE Nordisk Mobiltelefon AS",NULL,"1","14","335","ICE Nordisk Mobiltelefon AS"
"170","Mobile - Jernbaneverket (GSM-R)",NULL,"1","21","543","Jernbaneverket (GSM-R)"
"170","Mobile - Jernbaneverket (GSM-R)",NULL,"1","20","527","Jernbaneverket (GSM-R)"
"170","Mobile - Lycamobile Ltd",NULL,"1","23","575","Lycamobile Ltd"
"170","Mobile - Netcom",NULL,"1","2","47","Netcom"
"170","Mobile - Network Norway AS",NULL,"1","5","95","Network Norway AS"
"170","Mobile - Network Norway AS",NULL,"1","22","559","Network Norway AS"
"170","Mobile - ICE Nordisk Mobiltelefon AS",NULL,"1","6","111","ICE Nordisk Mobiltelefon AS"
"170","Mobile - TDC Mobil A/S",NULL,"1","8","143","TDC Mobil A/S"
"170","Mobile - Tele2",NULL,"1","4","79","Tele2"
"170","Mobile - Telenor",NULL,"1","12","303","Telenor"
"170","Mobile - Telenor",NULL,"1","1","31","Telenor"
"170","Mobile - Teletopia",NULL,"1","3","63","Teletopia"
"170","Mobile - Ventelo AS",NULL,"1","17","23","Ventelo AS"
"170","Mobile - Ventelo AS",NULL,"1","7","127","Ventelo AS"
"174","Mobile - Nawras",NULL,"1","3","63","Nawras"
"174","Mobile - Oman Mobile/GTO",NULL,"1","2","47","Oman Mobile/GTO"
"175","Mobile - Instaphone",NULL,"1","8","143","Instaphone"
"175","Mobile - Mobilink","30","1","1","31","Mobilink"
"175","Mobile - Telenor","34","1","6","111","Telenor"
"175","Mobile - UFONE/PAKTel","33","1","3","63","UFONE/PAKTel"
"175","Mobile - Warid Telecom","32","1","7","127","Warid Telecom"
"175","Mobile - ZONG/CMPak","31","1","4","79","ZONG/CMPak"
"180","Mobile - Palau Mobile Corp. (PMC) (Palau",NULL,"1","80","2063","Palau Mobile Corp. (PMC) (Palau"
"180","Mobile - Palau National Communications Corp. (PNCC) (Palau",NULL,"1","1","31","Palau National Communications Corp. (PNCC) (Palau"
"187","Mobile - Jawwal",NULL,"1","5","95","Jawwal"
"187","Mobile - Wataniya Mobile",NULL,"1","6","111","Wataniya Mobile"
"176","Mobile - Cable & W./Mas Movil",NULL,"1","1","31","Cable & W./Mas Movil"
"176","Mobile - Claro",NULL,"1","3","63","Claro"
"176","Mobile - Digicel",NULL,"1","4","79","Digicel"
"176","Mobile - Movistar",NULL,"1","20","32","Movistar"
"176","Mobile - Movistar",NULL,"1","2","47","Movistar"
"181","Mobile - Digicel",NULL,"1","3","63","Digicel"
"181","Mobile - GreenCom PNG Ltd",NULL,"1","2","47","GreenCom PNG Ltd"
"181","Mobile - Pacific Mobile",NULL,"1","1","31","Pacific Mobile"
"186","Mobile - Claro/Hutchison",NULL,"1","2","47","Claro/Hutchison"
"186","Mobile - Compa",NULL,"1","3","63","Compa"
"186","Mobile - Hola/VOX",NULL,"1","1","31","Hola/VOX"
"186","Mobile - TIM/Nucleo/Personal",NULL,"1","5","95","TIM/Nucleo/Personal"
"186","Mobile - Tigo/Telecel",NULL,"1","4","79","Tigo/Telecel"
"178","Mobile - Claro /Amer.Mov./TIM",NULL,"1","20","527","Claro /Amer.Mov./TIM"
"178","Mobile - Claro /Amer.Mov./TIM",NULL,"1","10","271","Claro /Amer.Mov./TIM"
"178","Mobile - GlobalStar",NULL,"1","2","47","GlobalStar"
"178","Mobile - GlobalStar",NULL,"1","1","31","GlobalStar"
"178","Mobile - Movistar",NULL,"1","6","111","Movistar"
"178","Mobile - Nextel",NULL,"1","17","383","Nextel"
"178","Mobile - Nextel",NULL,"1","7","127","Nextel"
"178","Mobile - Viettel Mobile",NULL,"1","15","351","Viettel Mobile"
"179","Mobile - Fix Line",NULL,"1","0","15","Fix Line"
"179","Mobile - Globe Telecom",NULL,"1","1","31","Globe Telecom"
"179","Mobile - Globe Telecom",NULL,"1","2","47","Globe Telecom"
"179","Mobile - Next Mobile",NULL,"1","88","2191","Next Mobile"
"179","Mobile - RED Mobile/Cure",NULL,"1","18","399","RED Mobile/Cure"
"179","Mobile - Smart",NULL,"1","3","63","Smart"
"179","Mobile - SUN/Digitel",NULL,"1","5","95","SUN/Digitel"
"182","Mobile - Aero2 SP.",NULL,"1","17","383","Aero2 SP."
"182","Mobile - AMD Telecom.",NULL,"1","18","399","AMD Telecom."
"182","Mobile - CallFreedom Sp. z o.o.",NULL,"1","38","911","CallFreedom Sp. z o.o."
"182","Mobile - Cyfrowy POLSAT S.A.",NULL,"1","12","303","Cyfrowy POLSAT S.A."
"182","Mobile - e-Telko",NULL,"1","8","143","e-Telko"
"182","Mobile - Lycamobile",NULL,"1","9","159","Lycamobile"
"182","Mobile - Mobyland",NULL,"1","16","367","Mobyland"
"182","Mobile - Mundio Mobile Sp. z o.o.",NULL,"1","36","879","Mundio Mobile Sp. z o.o."
"182","Mobile - Play/P4",NULL,"1","7","127","Play/P4"
"182","Mobile - NORDISK Polska",NULL,"1","11","287","NORDISK Polska"
"182","Mobile - Orange/IDEA/Centertel",NULL,"1","5","95","Orange/IDEA/Centertel"
"182","Mobile - Orange/IDEA/Centertel",NULL,"1","3","63","Orange/IDEA/Centertel"
"182","Mobile - PKP Polskie Linie Kolejowe S.A.",NULL,"1","35","863","PKP Polskie Linie Kolejowe S.A."
"182","Mobile - Play/P4",NULL,"1","98","2447","Play/P4"
"182","Mobile - Play/P4",NULL,"1","6","111","Play/P4"
"182","Mobile - Polkomtel/Plus",NULL,"1","1","31","Polkomtel/Plus"
"182","Mobile - Sferia",NULL,"1","13","319","Sferia"
"182","Mobile - Sferia",NULL,"1","10","271","Sferia"
"182","Mobile - Sferia",NULL,"1","14","335","Sferia"
"182","Mobile - T-Mobile/ERA",NULL,"1","2","47","T-Mobile/ERA"
"182","Mobile - T-Mobile/ERA",NULL,"1","34","847","T-Mobile/ERA"
"182","Mobile - Tele2",NULL,"1","15","351","Tele2"
"182","Mobile - Tele2",NULL,"1","4","79","Tele2"
"185","Mobile - Lycamobile",NULL,"1","4","79","Lycamobile"
"185","Mobile - NOS/Optimus",NULL,"1","3","63","NOS/Optimus"
"185","Mobile - NOS/Optimus",NULL,"1","7","127","NOS/Optimus"
"185","Mobile - MEO/TMN",NULL,"1","6","111","MEO/TMN"
"185","Mobile - Vodafone",NULL,"1","1","31","Vodafone"
"183","Mobile - Puerto Rico Telephone Company Inc. (PRTC)",NULL,"1","11","287","Puerto Rico Telephone Company Inc. (PRTC)"
"183","Mobile - Puerto Rico Telephone Company Inc. (PRTC)",NULL,"1","110","272","Puerto Rico Telephone Company Inc. (PRTC)"
"189","Mobile - Ooredoo/Qtel",NULL,"1","1","31","Ooredoo/Qtel"
"189","Mobile - Vodafone",NULL,"1","2","47","Vodafone"
"190","Mobile - Orange",NULL,"1","0","15","Orange"
"190","Mobile - Outremer Telecom",NULL,"1","2","47","Outremer Telecom"
"190","Mobile - SFR",NULL,"1","10","271","SFR"
"191","Mobile - Cosmote",NULL,"1","3","63","Cosmote"
"191","Mobile - Enigma Systems",NULL,"1","11","287","Enigma Systems"
"191","Mobile - Lycamobile",NULL,"1","16","367","Lycamobile"
"191","Mobile - Orange",NULL,"1","10","271","Orange"
"191","Mobile - RCS&RDS Digi Mobile",NULL,"1","5","95","RCS&RDS Digi Mobile"
"191","Mobile - Romtelecom SA",NULL,"1","2","47","Romtelecom SA"
"191","Mobile - Telemobil/Zapp",NULL,"1","6","111","Telemobil/Zapp"
"191","Mobile - Vodafone",NULL,"1","1","31","Vodafone"
"191","Mobile - Telemobil/Zapp",NULL,"1","4","79","Telemobil/Zapp"
"192","Mobile - Baykal Westcom",NULL,"1","12","303","Baykal Westcom"
"192","Mobile - BeeLine/VimpelCom",NULL,"1","28","655","BeeLine/VimpelCom"
"192","Mobile - DTC/Don Telecom",NULL,"1","10","271","DTC/Don Telecom"
"192","Mobile - Kuban GSM",NULL,"1","13","319","Kuban GSM"
"192","Mobile - MOTIV/LLC Ekaterinburg-2000",NULL,"1","35","863","MOTIV/LLC Ekaterinburg-2000"
"192","Mobile - Megafon",NULL,"1","2","47","Megafon"
"192","Mobile - MTS",NULL,"1","1","31","MTS"
"192","Mobile - NCC",NULL,"1","3","63","NCC"
"192","Mobile - NTC",NULL,"1","16","367","NTC"
"192","Mobile - OJSC Altaysvyaz",NULL,"1","19","415","OJSC Altaysvyaz"
"192","Mobile - Orensot",NULL,"1","11","287","Orensot"
"192","Mobile - Printelefone",NULL,"1","92","2351","Printelefone"
"192","Mobile - Sibchallenge",NULL,"1","4","79","Sibchallenge"
"192","Mobile - StavTelesot",NULL,"1","44","1103","StavTelesot"
"192","Mobile - Tele2/ECC/Volgogr.",NULL,"1","20","527","Tele2/ECC/Volgogr."
"192","Mobile - Telecom XXL",NULL,"1","93","2367","Telecom XXL"
"192","Mobile - UralTel",NULL,"1","39","927","UralTel"
"192","Mobile - UralTel",NULL,"1","17","383","UralTel"
"192","Mobile - BeeLine/VimpelCom",NULL,"1","99","2463","BeeLine/VimpelCom"
"192","Mobile - Yenisey Telecom",NULL,"1","5","95","Yenisey Telecom"
"192","Mobile - ZAO SMARTS",NULL,"1","15","351","ZAO SMARTS"
"192","Mobile - ZAO SMARTS",NULL,"1","7","127","ZAO SMARTS"
"193","Mobile - Airtel",NULL,"1","14","335","Airtel"
"193","Mobile - MTN/Rwandacell",NULL,"1","10","271","MTN/Rwandacell"
"193","Mobile - TIGO",NULL,"1","13","319","TIGO"
"123","Mobile - Cable & Wireless",NULL,"1","110","272","Cable & Wireless"
"123","Mobile - Digicel",NULL,"1","50","1295","Digicel"
"123","Mobile - UTS Cariglobe",NULL,"1","70","1807","UTS Cariglobe"
"131","Mobile - Cable & Wireless",NULL,"1","110","272","Cable & Wireless"
"131","Mobile - Cingular Wireless",NULL,"1","30","783","Cingular Wireless"
"131","Mobile - Digicel (St Lucia) Limited",NULL,"1","50","1295","Digicel (St Lucia) Limited"
"246","Mobile - Samoatel Mobile",NULL,"1","27","639","Samoatel Mobile"
"246","Mobile - Telecom Samoa Cellular Ltd.",NULL,"1","1","31","Telecom Samoa Cellular Ltd."
"203","Mobile - Prima Telecom",NULL,"1","1","31","Prima Telecom"
"208","Mobile - CSTmovel",NULL,"1","1","31","CSTmovel"
"253","Mobile - AeroMobile",NULL,"1","14","335","AeroMobile"
"253","Mobile - InMarSAT",NULL,"1","11","287","InMarSAT"
"253","Mobile - Maritime Communications Partner AS",NULL,"1","12","303","Maritime Communications Partner AS"
"253","Mobile - Thuraya Satellite",NULL,"1","5","95","Thuraya Satellite"
"194","Mobile - Zain",NULL,"1","7","127","Zain"
"194","Mobile - Etihad/Etisalat/Mobily",NULL,"1","3","63","Etihad/Etisalat/Mobily"
"194","Mobile - Lebara Mobile",NULL,"1","6","111","Lebara Mobile"
"194","Mobile - STC/Al Jawal",NULL,"1","1","31","STC/Al Jawal"
"194","Mobile - Virgin Mobile",NULL,"1","5","95","Virgin Mobile"
"194","Mobile - Zain",NULL,"1","4","79","Zain"
"196","Mobile - Expresso/Sudatel",NULL,"1","3","63","Expresso/Sudatel"
"196","Mobile - Orange/Sonatel",NULL,"1","1","31","Orange/Sonatel"
"196","Mobile - TIGO/Sentel GSM",NULL,"1","2","47","TIGO/Sentel GSM"
"206","Mobile - MTS/Telekom Srbija",NULL,"1","3","63","MTS/Telekom Srbija"
"206","Mobile - Telenor/Mobtel",NULL,"1","2","47","Telenor/Mobtel"
"206","Mobile - Telenor/Mobtel",NULL,"1","1","31","Telenor/Mobtel"
"206","Mobile - VIP Mobile",NULL,"1","5","95","VIP Mobile"
"215","Mobile - Airtel",NULL,"1","10","271","Airtel"
"215","Mobile - C&W",NULL,"1","1","31","C&W"
"215","Mobile - Smartcom",NULL,"1","2","47","Smartcom"
"201","Mobile - Africel",NULL,"1","3","63","Africel"
"201","Mobile - Airtel/Zain/Celtel",NULL,"1","1","31","Airtel/Zain/Celtel"
"201","Mobile - Comium",NULL,"1","4","79","Comium"
"201","Mobile - Africel",NULL,"1","5","95","Africel"
"201","Mobile - Tigo/Millicom",NULL,"1","2","47","Tigo/Millicom"
"201","Mobile - Mobitel",NULL,"1","25","607","Mobitel"
"197","Mobile - GRID Communications Pte Ltd",NULL,"1","12","303","GRID Communications Pte Ltd"
"197","Mobile - MobileOne Ltd",NULL,"1","3","63","MobileOne Ltd"
"197","Mobile - Singtel",NULL,"1","2","47","Singtel"
"197","Mobile - Singtel",NULL,"1","1","31","Singtel"
"197","Mobile - Singtel",NULL,"1","7","127","Singtel"
"197","Mobile - Starhub",NULL,"1","6","111","Starhub"
"197","Mobile - Starhub",NULL,"1","5","95","Starhub"
"210","Mobile - 4Ka",NULL,"1","3","63","4Ka"
"210","Mobile - O2",NULL,"1","6","111","O2"
"210","Mobile - Orange",NULL,"1","5","95","Orange"
"210","Mobile - Orange",NULL,"1","1","31","Orange"
"210","Mobile - Orange",NULL,"1","15","351","Orange"
"210","Mobile - T-Mobile",NULL,"1","2","47","T-Mobile"
"210","Mobile - T-Mobile",NULL,"1","4","79","T-Mobile"
"210","Mobile - Zeleznice Slovenskej republiky (ZSR)",NULL,"1","99","2463","Zeleznice Slovenskej republiky (ZSR)"
"211","Mobile - Mobitel",NULL,"1","41","1055","Mobitel"
"211","Mobile - SI.Mobil",NULL,"1","40","1039","SI.Mobil"
"211","Mobile - Slovenske zeleznice d.o.o.",NULL,"1","10","271","Slovenske zeleznice d.o.o."
"211","Mobile - T-2 d.o.o.",NULL,"1","64","1615","T-2 d.o.o."
"211","Mobile - Telemach/TusMobil/VEGA",NULL,"1","70","1807","Telemach/TusMobil/VEGA"
"200","Mobile - bemobile",NULL,"1","2","47","bemobile"
"200","Mobile - BREEZE",NULL,"1","10","271","BREEZE"
"200","Mobile - BREEZE",NULL,"1","1","31","BREEZE"
"204","Mobile - Golis",NULL,"1","30","783","Golis"
"204","Mobile - HorTel",NULL,"1","19","415","HorTel"
"204","Mobile - Nationlink",NULL,"1","60","1551","Nationlink"
"204","Mobile - Nationlink",NULL,"1","10","271","Nationlink"
"204","Mobile - Somafone",NULL,"1","4","79","Somafone"
"204","Mobile - Somtel",NULL,"1","82","2095","Somtel"
"204","Mobile - Somtel",NULL,"1","71","1823","Somtel"
"204","Mobile - Telesom",NULL,"1","1","31","Telesom"
"248","Mobile - 8.ta",NULL,"1","2","47","8.ta"
"248","Mobile - Cape Town Metropolitan",NULL,"1","21","543","Cape Town Metropolitan"
"248","Mobile - Cell C",NULL,"1","7","127","Cell C"
"248","Mobile - MTN",NULL,"1","10","271","MTN"
"248","Mobile - MTN",NULL,"1","12","303","MTN"
"248","Mobile - Sentech",NULL,"1","6","111","Sentech"
"248","Mobile - Vodacom",NULL,"1","1","31","Vodacom"
"248","Mobile - Wireless Business Solutions (Pty) Ltd",NULL,"1","19","415","Wireless Business Solutions (Pty) Ltd"
"207","Mobile - Gemtel Ltd (South Sudan",NULL,"1","3","63","Gemtel Ltd (South Sudan"
"207","Mobile - MTN South Sudan (South Sudan",NULL,"1","2","47","MTN South Sudan (South Sudan"
"207","Mobile - Network of The World Ltd (NOW) (South Sudan",NULL,"1","4","79","Network of The World Ltd (NOW) (South Sudan"
"207","Mobile - Zain South Sudan (South Sudan",NULL,"1","6","111","Zain South Sudan (South Sudan"
"71","Mobile - Lycamobile SL",NULL,"1","23","575","Lycamobile SL"
"71","Mobile - Digi Spain Telecom SL",NULL,"1","22","559","Digi Spain Telecom SL"
"71","Mobile - BT Espana  SAU",NULL,"1","15","351","BT Espana  SAU"
"71","Mobile - Cableuropa SAU (ONO)",NULL,"1","18","399","Cableuropa SAU (ONO)"
"71","Mobile - Euskaltel SA",NULL,"1","8","143","Euskaltel SA"
"71","Mobile - fonYou Wireless SL",NULL,"1","20","527","fonYou Wireless SL"
"71","Mobile - ION Mobile",NULL,"1","32","815","ION Mobile"
"71","Mobile - Jazz Telecom SAU",NULL,"1","21","543","Jazz Telecom SAU"
"71","Mobile - Lleida",NULL,"1","26","623","Lleida"
"71","Mobile - Lycamobile SL",NULL,"1","25","607","Lycamobile SL"
"71","Mobile - Movistar",NULL,"1","7","127","Movistar"
"71","Mobile - Movistar",NULL,"1","5","95","Movistar"
"71","Mobile - Orange",NULL,"1","11","287","Orange"
"71","Mobile - Orange",NULL,"1","9","159","Orange"
"71","Mobile - Orange",NULL,"1","3","63","Orange"
"71","Mobile - R Cable y Telec. Galicia SA",NULL,"1","17","383","R Cable y Telec. Galicia SA"
"71","Mobile - Simyo/KPN",NULL,"1","19","415","Simyo/KPN"
"71","Mobile - Telecable de Asturias SA",NULL,"1","16","367","Telecable de Asturias SA"
"71","Mobile - Truphone",NULL,"1","27","639","Truphone"
"71","Mobile - Vodafone",NULL,"1","1","31","Vodafone"
"71","Mobile - Vodafone Enabler Espana SL",NULL,"1","6","111","Vodafone Enabler Espana SL"
"71","Mobile - Yoigo",NULL,"1","4","79","Yoigo"
"133","Mobile - Airtel",NULL,"1","5","95","Airtel"
"133","Mobile - Etisalat/Tigo",NULL,"1","3","63","Etisalat/Tigo"
"133","Mobile - H3G Hutchison",NULL,"1","8","143","H3G Hutchison"
"133","Mobile - Mobitel Ltd.",NULL,"1","1","31","Mobitel Ltd."
"133","Mobile - MTN/Dialog",NULL,"1","2","47","MTN/Dialog"
"205","Mobile - Ameris",NULL,"1","1","31","Ameris"
"239","Mobile - C & W",NULL,"1","110","272","C & W"
"239","Mobile - Cingular",NULL,"1","10","271","Cingular"
"239","Mobile - Cingular",NULL,"1","100","256","Cingular"
"239","Mobile - Digicel",NULL,"1","50","80","Digicel"
"239","Mobile - Digicel",NULL,"1","70","1807","Digicel"
"195","Mobile - Canar Telecom",NULL,"1","0","15","Canar Telecom"
"195","Mobile - MTN",NULL,"1","2","47","MTN"
"195","Mobile - MTN",NULL,"1","22","559","MTN"
"195","Mobile - Sudani One",NULL,"1","15","351","Sudani One"
"195","Mobile - Sudani One",NULL,"1","7","127","Sudani One"
"195","Mobile - Vivacell",NULL,"1","8","143","Vivacell"
"195","Mobile - Vivacell",NULL,"1","5","95","Vivacell"
"195","Mobile - ZAIN/Mobitel",NULL,"1","6","111","ZAIN/Mobitel"
"195","Mobile - ZAIN/Mobitel",NULL,"1","1","31","ZAIN/Mobitel"
"209","Mobile - Digicel",NULL,"1","3","63","Digicel"
"209","Mobile - Telesur",NULL,"1","1","31","Telesur"
"209","Mobile - Telecommunicatiebedrijf Suriname (TELESUR)",NULL,"1","2","47","Telecommunicatiebedrijf Suriname (TELESUR)"
"209","Mobile - UNIQA",NULL,"1","4","79","UNIQA"
"213","Mobile - Swazi MTN",NULL,"1","10","271","Swazi MTN"
"213","Mobile - SwaziTelecom",NULL,"1","1","31","SwaziTelecom"
"212","Mobile - 42 Telecom AB",NULL,"1","35","863","42 Telecom AB"
"212","Mobile - 42 Telecom AB",NULL,"1","16","367","42 Telecom AB"
"212","Mobile - Beepsend",NULL,"1","26","623","Beepsend"
"212","Mobile - NextGen Mobile Ltd (CardBoardFish)",NULL,"1","30","783","NextGen Mobile Ltd (CardBoardFish)"
"212","Mobile - CoolTEL Aps",NULL,"1","28","655","CoolTEL Aps"
"212","Mobile - Digitel Mobile Srl",NULL,"1","25","607","Digitel Mobile Srl"
"212","Mobile - Eu Tel AB",NULL,"1","22","559","Eu Tel AB"
"212","Mobile - Fogg Mobile AB",NULL,"1","27","639","Fogg Mobile AB"
"212","Mobile - Generic Mobile Systems Sweden AB",NULL,"1","18","399","Generic Mobile Systems Sweden AB"
"212","Mobile - Gotalandsnatet AB",NULL,"1","17","383","Gotalandsnatet AB"
"212","Mobile - H3G Access AB",NULL,"1","4","79","H3G Access AB"
"212","Mobile - H3G Access AB",NULL,"1","2","47","H3G Access AB"
"212","Mobile - ID Mobile",NULL,"1","36","879","ID Mobile"
"212","Mobile - Infobip Ltd.",NULL,"1","23","575","Infobip Ltd."
"212","Mobile - Lindholmen Science Park AB",NULL,"1","11","287","Lindholmen Science Park AB"
"212","Mobile - Lycamobile Ltd",NULL,"1","12","303","Lycamobile Ltd"
"212","Mobile - Mercury International Carrier Services",NULL,"1","29","671","Mercury International Carrier Services"
"212","Mobile - Mundio Mobile (Sweden) Ltd",NULL,"1","19","415","Mundio Mobile (Sweden) Ltd"
"212","Mobile - Spring Mobil AB",NULL,"1","10","271","Spring Mobil AB"
"212","Mobile - Svenska UMTS-N",NULL,"1","5","95","Svenska UMTS-N"
"212","Mobile - TDC Sverige AB",NULL,"1","14","335","TDC Sverige AB"
"212","Mobile - Tele2 Sverige AB",NULL,"1","7","127","Tele2 Sverige AB"
"212","Mobile - Telenor (Vodafone)",NULL,"1","8","143","Telenor (Vodafone)"
"212","Mobile - Telenor (Vodafone)",NULL,"1","6","111","Telenor (Vodafone)"
"212","Mobile - Telenor (Vodafone)",NULL,"1","24","591","Telenor (Vodafone)"
"212","Mobile - Telia Mobile",NULL,"1","1","31","Telia Mobile"
"212","Mobile - Ventelo Sverige AB",NULL,"1","13","319","Ventelo Sverige AB"
"212","Mobile - Wireless Maingate AB",NULL,"1","20","527","Wireless Maingate AB"
"212","Mobile - Wireless Maingate Nordic AB",NULL,"1","15","351","Wireless Maingate Nordic AB"
"43","Mobile - BebbiCell AG",NULL,"1","51","1311","BebbiCell AG"
"43","Mobile - Comfone AG",NULL,"1","5","95","Comfone AG"
"43","Mobile - Comfone AG",NULL,"1","9","159","Comfone AG"
"43","Mobile - TDC Sunrise",NULL,"1","7","127","TDC Sunrise"
"43","Mobile - Lycamobile AG",NULL,"1","54","1359","Lycamobile AG"
"43","Mobile - Mundio Mobile AG",NULL,"1","52","1327","Mundio Mobile AG"
"43","Mobile - Salt/Orange",NULL,"1","3","63","Salt/Orange"
"43","Mobile - Swisscom",NULL,"1","1","31","Swisscom"
"43","Mobile - TDC Sunrise",NULL,"1","2","47","TDC Sunrise"
"43","Mobile - TDC Sunrise",NULL,"1","12","303","TDC Sunrise"
"43","Mobile - TDC Sunrise",NULL,"1","8","143","TDC Sunrise"
"43","Mobile - upc cablecom GmbH",NULL,"1","53","1343","upc cablecom GmbH"
"216","Mobile - MTN/Spacetel",NULL,"1","2","47","MTN/Spacetel"
"216","Mobile - Syriatel Holdings",NULL,"1","9","159","Syriatel Holdings"
"216","Mobile - Syriatel Holdings",NULL,"1","1","31","Syriatel Holdings"
"230","Mobile - ACeS Taiwan - ACeS Taiwan Telecommunications Co Ltd",NULL,"1","68","1679","ACeS Taiwan - ACeS Taiwan Telecommunications Co Ltd"
"230","Mobile - Asia Pacific Telecom Co. Ltd (APT)",NULL,"1","5","95","Asia Pacific Telecom Co. Ltd (APT)"
"230","Mobile - Chunghwa Telecom LDM",NULL,"1","11","287","Chunghwa Telecom LDM"
"230","Mobile - Chunghwa Telecom LDM",NULL,"1","92","2351","Chunghwa Telecom LDM"
"230","Mobile - Far EasTone",NULL,"1","1","31","Far EasTone"
"230","Mobile - Far EasTone",NULL,"1","2","47","Far EasTone"
"230","Mobile - Far EasTone",NULL,"1","7","127","Far EasTone"
"230","Mobile - Far EasTone",NULL,"1","6","111","Far EasTone"
"230","Mobile - Far EasTone",NULL,"1","3","63","Far EasTone"
"230","Mobile - Global Mobile Corp.",NULL,"1","10","271","Global Mobile Corp."
"230","Mobile - International Telecom Co. Ltd (FITEL)",NULL,"1","56","1391","International Telecom Co. Ltd (FITEL)"
"230","Mobile - KG Telecom",NULL,"1","88","2191","KG Telecom"
"230","Mobile - TransAsia",NULL,"1","99","2463","TransAsia"
"230","Mobile - Taiwan Cellular",NULL,"1","97","2431","Taiwan Cellular"
"230","Mobile - Mobitai",NULL,"1","93","2367","Mobitai"
"230","Mobile - T-Star/VIBO",NULL,"1","89","2207","T-Star/VIBO"
"230","Mobile - VMAX Telecom Co. Ltd",NULL,"1","9","159","VMAX Telecom Co. Ltd"
"221","Mobile - Babilon-M",NULL,"1","4","79","Babilon-M"
"221","Mobile - Bee Line",NULL,"1","5","95","Bee Line"
"221","Mobile - CJSC Indigo Tajikistan",NULL,"1","2","47","CJSC Indigo Tajikistan"
"221","Mobile - Tcell/JC Somoncom",NULL,"1","12","303","Tcell/JC Somoncom"
"221","Mobile - MLT/TT mobile",NULL,"1","3","63","MLT/TT mobile"
"221","Mobile - Tcell/JC Somoncom",NULL,"1","1","31","Tcell/JC Somoncom"
"231","Mobile - Benson Informatics Ltd",NULL,"1","8","143","Benson Informatics Ltd"
"231","Mobile - Dovetel (T) Ltd",NULL,"1","6","111","Dovetel (T) Ltd"
"231","Mobile - Halotel/Viettel Ltd",NULL,"1","9","159","Halotel/Viettel Ltd"
"231","Mobile - Smile Communications Tanzania Ltd",NULL,"1","11","287","Smile Communications Tanzania Ltd"
"231","Mobile - Tanzania Telecommunications Company Ltd (TTCL)",NULL,"1","7","127","Tanzania Telecommunications Company Ltd (TTCL)"
"231","Mobile - TIGO/MIC",NULL,"1","2","47","TIGO/MIC"
"231","Mobile - Tri Telecomm. Ltd.",NULL,"1","1","31","Tri Telecomm. Ltd."
"231","Mobile - Vodacom Ltd",NULL,"1","4","79","Vodacom Ltd"
"231","Mobile - Airtel/ZAIN/Celtel",NULL,"1","5","95","Airtel/ZAIN/Celtel"
"231","Mobile - Zantel/Zanzibar Telecom",NULL,"1","3","63","Zantel/Zanzibar Telecom"
"220","Mobile - ACeS Thailand - ACeS Regional Services Co Ltd",NULL,"1","20","527","ACeS Thailand - ACeS Regional Services Co Ltd"
"220","Mobile - ACT Mobile",NULL,"1","15","351","ACT Mobile"
