"country_id","area","area_code","numbertype","mnc","mnci","network"
"108","Mobile - Lycamobile",NULL,"1","13","319","Lycamobile"
"108","Mobile - Meteor Mobile Ltd.",NULL,"1","3","63","Meteor Mobile Ltd."
"108","Mobile - Three/O2/Digifone",NULL,"1","2","47","Three/O2/Digifone"
"108","Mobile - Vodafone Eircell",NULL,"1","1","31","Vodafone Eircell"
"112","Mobile - Alon Cellular Ltd",NULL,"1","14","335","Alon Cellular Ltd"
"112","Mobile - Cellcom ltd.",NULL,"1","2","47","Cellcom ltd."
"112","Mobile - Golan Telekom",NULL,"1","8","143","Golan Telekom"
"112","Mobile - Home Cellular Ltd",NULL,"1","15","351","Home Cellular Ltd"
"112","Mobile - Hot Mobile/Mirs",NULL,"1","7","127","Hot Mobile/Mirs"
"112","Mobile - Hot Mobile/Mirs",NULL,"1","77","1919","Hot Mobile/Mirs"
"112","Mobile - Orange/Partner Co. Ltd.",NULL,"1","1","31","Orange/Partner Co. Ltd."
"112","Mobile - Pelephone",NULL,"1","12","303","Pelephone"
"112","Mobile - Pelephone",NULL,"1","3","63","Pelephone"
"112","Mobile - Rami Levy Hashikma Marketing Communications Ltd",NULL,"1","16","367","Rami Levy Hashikma Marketing Communications Ltd"
"112","Mobile - Telzar/AZI",NULL,"1","19","415","Telzar/AZI"
"113","Mobile - BT Italia SpA",NULL,"1","34","847","BT Italia SpA"
"113","Mobile - Elsacom",NULL,"1","2","47","Elsacom"
"113","Mobile - Fastweb SpA",NULL,"1","8","143","Fastweb SpA"
"113","Mobile - Fix Line",NULL,"1","0","15","Fix Line"
"113","Mobile - Hi3G",NULL,"1","99","2463","Hi3G"
"113","Mobile - IPSE 2000",NULL,"1","77","1919","IPSE 2000"
"113","Mobile - Lycamobile Srl",NULL,"1","35","863","Lycamobile Srl"
"113","Mobile - Noverca Italia Srl",NULL,"1","7","127","Noverca Italia Srl"
"113","Mobile - PosteMobile SpA",NULL,"1","33","831","PosteMobile SpA"
"113","Mobile - Premium Number(s)",NULL,"1","0","15","Premium Number(s)"
"113","Mobile - RFI Rete Ferroviaria Italiana SpA",NULL,"1","30","783","RFI Rete Ferroviaria Italiana SpA"
"113","Mobile - Telecom Italia Mobile SpA",NULL,"1","48","1167","Telecom Italia Mobile SpA"
"113","Mobile - Telecom Italia Mobile SpA",NULL,"1","43","1087","Telecom Italia Mobile SpA"
"113","Mobile - TIM",NULL,"1","1","31","TIM"
"113","Mobile - Vodafone",NULL,"1","10","271","Vodafone"
"113","Mobile - Vodafone",NULL,"1","6","111","Vodafone"
"113","Mobile - VOIP Line",NULL,"1","0","15","VOIP Line"
"113","Mobile - WIND (Blu) -",NULL,"1","44","1103","WIND (Blu) -"
"113","Mobile - WIND (Blu) -",NULL,"1","88","2191","WIND (Blu) -"
"46","Mobile - Aircomm SA",NULL,"1","7","127","Aircomm SA"
"46","Mobile - Atlantik Tel./Moov",NULL,"1","2","47","Atlantik Tel./Moov"
"46","Mobile - Comium",NULL,"1","4","79","Comium"
"46","Mobile - Comstar",NULL,"1","1","31","Comstar"
"46","Mobile - MTN",NULL,"1","5","95","MTN"
"46","Mobile - Orange",NULL,"1","3","63","Orange"
"46","Mobile - OriCell",NULL,"1","6","111","OriCell"
"114","Mobile - Cable & Wireless",NULL,"1","110","272","Cable & Wireless"
"114","Mobile - Cable & Wireless",NULL,"1","20","32","Cable & Wireless"
"114","Mobile - Cable & Wireless",NULL,"1","180","384","Cable & Wireless"
"114","Mobile - DIGICEL/Mossel",NULL,"1","50","80","DIGICEL/Mossel"
"117","Mobile - Y-Mobile",NULL,"1","0","15","Y-Mobile"
"117","Mobile - KDDI Corporation",NULL,"1","74","1871","KDDI Corporation"
"117","Mobile - KDDI Corporation",NULL,"1","70","1807","KDDI Corporation"
"117","Mobile - KDDI Corporation",NULL,"1","89","2207","KDDI Corporation"
"117","Mobile - KDDI Corporation",NULL,"1","51","1311","KDDI Corporation"
"117","Mobile - KDDI Corporation",NULL,"1","75","1887","KDDI Corporation"
"117","Mobile - KDDI Corporation",NULL,"1","56","1391","KDDI Corporation"
"117","Mobile - KDDI Corporation",NULL,"1","70","1807","KDDI Corporation"
"117","Mobile - KDDI Corporation",NULL,"1","52","1327","KDDI Corporation"
"117","Mobile - KDDI Corporation",NULL,"1","76","1903","KDDI Corporation"
"117","Mobile - KDDI Corporation",NULL,"1","71","1823","KDDI Corporation"
"117","Mobile - KDDI Corporation",NULL,"1","53","1343","KDDI Corporation"
"117","Mobile - KDDI Corporation",NULL,"1","77","1919","KDDI Corporation"
"117","Mobile - KDDI Corporation",NULL,"1","8","143","KDDI Corporation"
"117","Mobile - KDDI Corporation",NULL,"1","72","1839","KDDI Corporation"
"117","Mobile - KDDI Corporation",NULL,"1","54","1359","KDDI Corporation"
"117","Mobile - KDDI Corporation",NULL,"1","79","1951","KDDI Corporation"
"117","Mobile - KDDI Corporation",NULL,"1","7","127","KDDI Corporation"
"117","Mobile - KDDI Corporation",NULL,"1","73","1855","KDDI Corporation"
"117","Mobile - KDDI Corporation",NULL,"1","55","1375","KDDI Corporation"
"117","Mobile - KDDI Corporation",NULL,"1","88","2191","KDDI Corporation"
"117","Mobile - KDDI Corporation",NULL,"1","50","1295","KDDI Corporation"
"117","Mobile - NTT Docomo",NULL,"1","41","1055","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","67","1663","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","14","335","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","94","2383","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","10","271","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","62","1583","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","39","927","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","30","783","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","24","591","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","45","1119","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","42","1071","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","68","1679","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","15","351","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","98","2447","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","11","287","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","63","1599","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","38","911","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","26","623","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","13","319","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","23","575","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","21","543","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","44","1103","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","34","847","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","69","1695","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","16","367","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","99","2463","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","64","1615","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","37","895","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","25","607","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","2","47","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","22","559","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","43","1087","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","27","639","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","31","799","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","87","2175","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","17","383","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","65","1631","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","36","879","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","92","2351","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","3","63","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","12","303","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","58","1423","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","28","655","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","32","815","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","61","1567","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","18","399","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","91","2335","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","40","1039","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","66","1647","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","35","863","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","1","31","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","93","2367","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","9","159","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","49","1183","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","29","671","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","33","831","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","60","1551","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","19","415","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","90","2319","NTT Docomo"
"117","Mobile - NTT Docomo",NULL,"1","99","2463","NTT Docomo"
"117","Mobile - Okinawa Cellular Telephone",NULL,"1","78","1935","Okinawa Cellular Telephone"
"117","Mobile - SoftBank Mobile Corp",NULL,"1","4","79","SoftBank Mobile Corp"
"117","Mobile - SoftBank Mobile Corp",NULL,"1","62","1583","SoftBank Mobile Corp"
"117","Mobile - SoftBank Mobile Corp",NULL,"1","45","1119","SoftBank Mobile Corp"
"117","Mobile - SoftBank Mobile Corp",NULL,"1","20","527","SoftBank Mobile Corp"
"117","Mobile - SoftBank Mobile Corp",NULL,"1","96","2415","SoftBank Mobile Corp"
"117","Mobile - SoftBank Mobile Corp",NULL,"1","40","1039","SoftBank Mobile Corp"
"117","Mobile - SoftBank Mobile Corp",NULL,"1","63","1599","SoftBank Mobile Corp"
"117","Mobile - SoftBank Mobile Corp",NULL,"1","47","1151","SoftBank Mobile Corp"
"117","Mobile - SoftBank Mobile Corp",NULL,"1","95","2399","SoftBank Mobile Corp"
"117","Mobile - SoftBank Mobile Corp",NULL,"1","41","1055","SoftBank Mobile Corp"
"117","Mobile - SoftBank Mobile Corp",NULL,"1","64","1615","SoftBank Mobile Corp"
"117","Mobile - SoftBank Mobile Corp",NULL,"1","46","1135","SoftBank Mobile Corp"
"117","Mobile - SoftBank Mobile Corp",NULL,"1","97","2431","SoftBank Mobile Corp"
"117","Mobile - SoftBank Mobile Corp",NULL,"1","42","1071","SoftBank Mobile Corp"
"117","Mobile - SoftBank Mobile Corp",NULL,"1","90","2319","SoftBank Mobile Corp"
"117","Mobile - SoftBank Mobile Corp",NULL,"1","65","1631","SoftBank Mobile Corp"
"117","Mobile - SoftBank Mobile Corp",NULL,"1","92","2351","SoftBank Mobile Corp"
"117","Mobile - SoftBank Mobile Corp",NULL,"1","98","2447","SoftBank Mobile Corp"
"117","Mobile - SoftBank Mobile Corp",NULL,"1","43","1087","SoftBank Mobile Corp"
"117","Mobile - SoftBank Mobile Corp",NULL,"1","93","2367","SoftBank Mobile Corp"
"117","Mobile - SoftBank Mobile Corp",NULL,"1","48","1167","SoftBank Mobile Corp"
"117","Mobile - SoftBank Mobile Corp",NULL,"1","6","111","SoftBank Mobile Corp"
"117","Mobile - SoftBank Mobile Corp",NULL,"1","61","1567","SoftBank Mobile Corp"
"117","Mobile - SoftBank Mobile Corp",NULL,"1","44","1103","SoftBank Mobile Corp"
"117","Mobile - SoftBank Mobile Corp",NULL,"1","94","2383","SoftBank Mobile Corp"
"117","Mobile - KDDI Corporation",NULL,"1","85","2143","KDDI Corporation"
"117","Mobile - KDDI Corporation",NULL,"1","83","2111","KDDI Corporation"
"117","Mobile - KDDI Corporation",NULL,"1","80","2063","KDDI Corporation"
"117","Mobile - KDDI Corporation",NULL,"1","86","2159","KDDI Corporation"
"117","Mobile - KDDI Corporation",NULL,"1","81","2079","KDDI Corporation"
"117","Mobile - KDDI Corporation",NULL,"1","84","2127","KDDI Corporation"
"117","Mobile - KDDI Corporation",NULL,"1","82","2095","KDDI Corporation"
"116","Mobile - Orange/Petra",NULL,"1","77","1919","Orange/Petra"
"116","Mobile - Umniah Mobile Co.",NULL,"1","3","63","Umniah Mobile Co."
"116","Mobile - Xpress",NULL,"1","2","47","Xpress"
"116","Mobile - ZAIN /J.M.T.S",NULL,"1","1","31","ZAIN /J.M.T.S"
"118","Mobile - Beeline/KaR-Tel LLP",NULL,"1","1","31","Beeline/KaR-Tel LLP"
"118","Mobile - Dalacom/Altel",NULL,"1","7","127","Dalacom/Altel"
"118","Mobile - K-Cell",NULL,"1","2","47","K-Cell"
"118","Mobile - Tele2/NEO/MTS",NULL,"1","77","1919","Tele2/NEO/MTS"
"119","Mobile - Econet Wireless",NULL,"1","5","95","Econet Wireless"
"119","Mobile - Orange",NULL,"1","7","127","Orange"
"119","Mobile - Safaricom Ltd.",NULL,"1","2","47","Safaricom Ltd."
"119","Mobile - Airtel/Zain/Celtel Ltd.",NULL,"1","3","63","Airtel/Zain/Celtel Ltd."
"122","Mobile - Kiribati Frigate",NULL,"1","9","159","Kiribati Frigate"
"184","Mobile - Sun Net",NULL,"1","193","403","Sun Net"
"124","Mobile - KT Freetel Co. Ltd.",NULL,"1","8","143","KT Freetel Co. Ltd."
"124","Mobile - KT Freetel Co. Ltd.",NULL,"1","2","47","KT Freetel Co. Ltd."
"124","Mobile - KT Freetel Co. Ltd.",NULL,"1","4","79","KT Freetel Co. Ltd."
"124","Mobile - LG Telecom",NULL,"1","6","111","LG Telecom"
"124","Mobile - SK Telecom",NULL,"1","3","63","SK Telecom"
"124","Mobile - SK Telecom Co. Ltd",NULL,"1","5","95","SK Telecom Co. Ltd"
"126","Mobile - Viva",NULL,"1","4","79","Viva"
"126","Mobile - Wataniya",NULL,"1","3","63","Wataniya"
"126","Mobile - Zain",NULL,"1","2","47","Zain"
"120","Mobile - AkTel LLC",NULL,"1","3","63","AkTel LLC"
"120","Mobile - Beeline/Bitel",NULL,"1","1","31","Beeline/Bitel"
"120","Mobile - MEGACOM",NULL,"1","5","95","MEGACOM"
"120","Mobile - O!/NUR Telecom",NULL,"1","9","159","O!/NUR Telecom"
"127","Mobile - ETL Mobile",NULL,"1","2","47","ETL Mobile"
"127","Mobile - Lao Tel",NULL,"1","1","31","Lao Tel"
"127","Mobile - Beeline/Tigo/Millicom",NULL,"1","8","143","Beeline/Tigo/Millicom"
"127","Mobile - UNITEL/LAT",NULL,"1","3","63","UNITEL/LAT"
"137","Mobile - Bite",NULL,"1","5","95","Bite"
"137","Mobile - Latvian Mobile Phone",NULL,"1","1","31","Latvian Mobile Phone"
"137","Mobile - SIA Camel Mobile",NULL,"1","9","159","SIA Camel Mobile"
"137","Mobile - SIA IZZI",NULL,"1","8","143","SIA IZZI"
"137","Mobile - SIA Master Telecom",NULL,"1","7","127","SIA Master Telecom"
"137","Mobile - SIA Rigatta",NULL,"1","6","111","SIA Rigatta"
"137","Mobile - Tele2",NULL,"1","2","47","Tele2"
"137","Mobile - TRIATEL/Telekom Baltija",NULL,"1","3","63","TRIATEL/Telekom Baltija"
"128","Mobile - Cellis",NULL,"1","35","863","Cellis"
"128","Mobile - Cellis",NULL,"1","33","831","Cellis"
"128","Mobile - Cellis",NULL,"1","32","815","Cellis"
"128","Mobile - FTML Cellis",NULL,"1","34","847","FTML Cellis"
"128","Mobile - MIC2/LibanCell/MTC",NULL,"1","39","927","MIC2/LibanCell/MTC"
"128","Mobile - MIC2/LibanCell/MTC",NULL,"1","38","911","MIC2/LibanCell/MTC"
"128","Mobile - MIC2/LibanCell/MTC",NULL,"1","37","895","MIC2/LibanCell/MTC"
"128","Mobile - MIC1 (Alfa)",NULL,"1","1","31","MIC1 (Alfa)"
"128","Mobile - MIC2/LibanCell/MTC",NULL,"1","3","63","MIC2/LibanCell/MTC"
"128","Mobile - MIC2/LibanCell/MTC",NULL,"1","36","879","MIC2/LibanCell/MTC"
"134","Mobile - Econet/Ezi-cel",NULL,"1","2","47","Econet/Ezi-cel"
"134","Mobile - Vodacom Lesotho",NULL,"1","1","31","Vodacom Lesotho"
"129","Mobile - CELLCOM",NULL,"1","7","127","CELLCOM"
"129","Mobile - Comium BVI",NULL,"1","4","79","Comium BVI"
"129","Mobile - Libercell",NULL,"1","2","47","Libercell"
"129","Mobile - LibTelco",NULL,"1","20","527","LibTelco"
"129","Mobile - Lonestar",NULL,"1","1","31","Lonestar"
"130","Mobile - Al-Madar",NULL,"1","2","47","Al-Madar"
"130","Mobile - Al-Madar",NULL,"1","1","31","Al-Madar"
"130","Mobile - Hatef",NULL,"1","6","111","Hatef"
"130","Mobile - Libyana",NULL,"1","0","15","Libyana"
"130","Mobile - Libyana",NULL,"1","3","63","Libyana"
"132","Mobile - CUBIC (Liechtenstein",NULL,"1","6","111","CUBIC (Liechtenstein"
"132","Mobile - First Mobile AG",NULL,"1","7","127","First Mobile AG"
"132","Mobile - Orange",NULL,"1","2","47","Orange"
"132","Mobile - Swisscom FL AG",NULL,"1","1","31","Swisscom FL AG"
"132","Mobile - Alpmobile/Tele2",NULL,"1","77","1919","Alpmobile/Tele2"
"132","Mobile - Telecom FL1 AG",NULL,"1","5","95","Telecom FL1 AG"
"135","Mobile - Bite",NULL,"1","2","47","Bite"
"135","Mobile - Omnitel",NULL,"1","1","31","Omnitel"
"135","Mobile - Tele2",NULL,"1","3","63","Tele2"
"136","Mobile - Millicom Tango GSM",NULL,"1","77","1919","Millicom Tango GSM"
"136","Mobile - P+T/Post LUXGSM",NULL,"1","1","31","P+T/Post LUXGSM"
"136","Mobile - Orange/VOXmobile S.A.",NULL,"1","99","2463","Orange/VOXmobile S.A."
"138","Mobile - C.T.M. TELEMOVEL+",NULL,"1","4","79","C.T.M. TELEMOVEL+"
"138","Mobile - C.T.M. TELEMOVEL+",NULL,"1","1","31","C.T.M. TELEMOVEL+"
"138","Mobile - China Telecom",NULL,"1","2","47","China Telecom"
"138","Mobile - Hutchison Telephone Co. Ltd",NULL,"1","5","95","Hutchison Telephone Co. Ltd"
"138","Mobile - Hutchison Telephone Co. Ltd",NULL,"1","3","63","Hutchison Telephone Co. Ltd"
"138","Mobile - Smartone Mobile",NULL,"1","6","111","Smartone Mobile"
"138","Mobile - Smartone Mobile",NULL,"1","0","15","Smartone Mobile"
"147","Mobile - ONE/Cosmofone",NULL,"1","75","1887","ONE/Cosmofone"
"147","Mobile - ONE/Cosmofone",NULL,"1","2","47","ONE/Cosmofone"
"147","Mobile - T-Mobile/Mobimak",NULL,"1","1","31","T-Mobile/Mobimak"
"147","Mobile - VIP Mobile",NULL,"1","3","63","VIP Mobile"
"143","Mobile - Airtel/MADACOM",NULL,"1","1","31","Airtel/MADACOM"
"143","Mobile - Orange/Soci",NULL,"1","2","47","Orange/Soci"
"143","Mobile - Sacel",NULL,"1","3","63","Sacel"
"143","Mobile - Telma",NULL,"1","4","79","Telma"
"159","Mobile - TNM/Telekom Network Ltd.",NULL,"1","1","31","TNM/Telekom Network Ltd."
"159","Mobile - Airtel/Zain/Celtel ltd.",NULL,"1","10","271","Airtel/Zain/Celtel ltd."
"160","Mobile - Art900",NULL,"1","1","31","Art900"
"160","Mobile - Baraka Telecom Sdn Bhd",NULL,"1","151","337","Baraka Telecom Sdn Bhd"
"160","Mobile - CelCom",NULL,"1","19","415","CelCom"
"160","Mobile - CelCom",NULL,"1","13","319","CelCom"
"160","Mobile - CelCom",NULL,"1","198","408","CelCom"
"160","Mobile - Digi Telecommunications",NULL,"1","10","271","Digi Telecommunications"
"160","Mobile - Digi Telecommunications",NULL,"1","16","367","Digi Telecommunications"
"160","Mobile - Electcoms Wireless Sdn Bhd",NULL,"1","20","527","Electcoms Wireless Sdn Bhd"
"160","Mobile - Maxis",NULL,"1","12","303","Maxis"
"160","Mobile - Maxis",NULL,"1","17","383","Maxis"
"160","Mobile - MTX Utara",NULL,"1","11","287","MTX Utara"
"160","Mobile - Webe/Packet One Networks (Malaysia) Sdn Bhd",NULL,"1","153","339","Webe/Packet One Networks (Malaysia) Sdn Bhd"
"160","Mobile - Samata Communications Sdn Bhd",NULL,"1","155","341","Samata Communications Sdn Bhd"
"160","Mobile - Tron/Talk Focus Sdn Bhd",NULL,"1","154","340","Tron/Talk Focus Sdn Bhd"
"160","Mobile - U Mobile",NULL,"1","18","399","U Mobile"
"160","Mobile - XOX Com Sdn Bhd",NULL,"1","195","405","XOX Com Sdn Bhd"
"160","Mobile - YES",NULL,"1","152","338","YES"
"144","Mobile - Dhiraagu/C&W",NULL,"1","1","31","Dhiraagu/C&W"
"144","Mobile - Ooredo/Wataniya",NULL,"1","2","47","Ooredo/Wataniya"
"148","Mobile - Malitel",NULL,"1","1","31","Malitel"
"148","Mobile - Orange/IKATEL",NULL,"1","2","47","Orange/IKATEL"
"149","Mobile - GO Mobile",NULL,"1","21","543","GO Mobile"
"149","Mobile - Melita",NULL,"1","77","1919","Melita"
"149","Mobile - Vodafone",NULL,"1","1","31","Vodafone"
"157","Mobile - UTS Caraibe",NULL,"1","12","303","UTS Caraibe"
"155","Mobile - Chinguitel SA",NULL,"1","2","47","Chinguitel SA"
"155","Mobile - Mattel",NULL,"1","1","31","Mattel"
"155","Mobile - Mauritel",NULL,"1","10","271","Mauritel"
"158","Mobile - Emtel Ltd",NULL,"1","10","271","Emtel Ltd"
"158","Mobile - Mahanagar Telephone",NULL,"1","3","63","Mahanagar Telephone"
"158","Mobile - Mahanagar Telephone",NULL,"1","2","47","Mahanagar Telephone"
"158","Mobile - Orange/Cellplus",NULL,"1","1","31","Orange/Cellplus"
"145","Mobile - AT&T/IUSACell",NULL,"1","4","79","AT&T/IUSACell"
"145","Mobile - AT&T/IUSACell",NULL,"1","50","1295","AT&T/IUSACell"
"145","Mobile - AT&T/IUSACell",NULL,"1","50","80","AT&T/IUSACell"
"145","Mobile - AT&T/IUSACell",NULL,"1","40","64","AT&T/IUSACell"
"145","Mobile - Movistar/Pegaso",NULL,"1","3","63","Movistar/Pegaso"
"145","Mobile - Movistar/Pegaso",NULL,"1","30","48","Movistar/Pegaso"
"145","Mobile - NEXTEL",NULL,"1","10","16","NEXTEL"
"145","Mobile - NEXTEL",NULL,"1","9","159","NEXTEL"
"145","Mobile - NEXTEL",NULL,"1","1","31","NEXTEL"
"145","Mobile - NEXTEL",NULL,"1","90","144","NEXTEL"
"145","Mobile - Operadora Unefon SA de CV",NULL,"1","80","128","Operadora Unefon SA de CV"
"145","Mobile - Operadora Unefon SA de CV",NULL,"1","70","112","Operadora Unefon SA de CV"
"145","Mobile - SAI PCS",NULL,"1","60","96","SAI PCS"
"145","Mobile - TelCel/America Movil",NULL,"1","20","32","TelCel/America Movil"
"145","Mobile - TelCel/America Movil",NULL,"1","2","47","TelCel/America Movil"
"79","Mobile - FSM Telecom",NULL,"1","1","31","FSM Telecom"
"142","Mobile - Eventis Mobile",NULL,"1","4","79","Eventis Mobile"
"142","Mobile - IDC/Unite",NULL,"1","3","63","IDC/Unite"
"142","Mobile - IDC/Unite",NULL,"1","99","2463","IDC/Unite"
"142","Mobile - IDC/Unite",NULL,"1","5","95","IDC/Unite"
"142","Mobile - Moldcell",NULL,"1","2","47","Moldcell"
"142","Mobile - Orange/Voxtel",NULL,"1","1","31","Orange/Voxtel"
"141","Mobile - Monaco Telecom",NULL,"1","10","271","Monaco Telecom"
"141","Mobile - Monaco Telecom",NULL,"1","1","31","Monaco Telecom"
"152","Mobile - G-Mobile Corporation Ltd",NULL,"1","98","2447","G-Mobile Corporation Ltd"
"152","Mobile - Mobicom",NULL,"1","99","2463","Mobicom"
"152","Mobile - Skytel Co. Ltd",NULL,"1","0","15","Skytel Co. Ltd"
"152","Mobile - Skytel Co. Ltd",NULL,"1","91","2335","Skytel Co. Ltd"
"152","Mobile - Unitel",NULL,"1","88","2191","Unitel"
"151","Mobile - Monet/T-mobile",NULL,"1","2","47","Monet/T-mobile"
"151","Mobile - Mtel",NULL,"1","3","63","Mtel"
"151","Mobile - Telenor/Promonte GSM",NULL,"1","1","31","Telenor/Promonte GSM"
"156","Mobile - Cable & Wireless",NULL,"1","860","2144","Cable & Wireless"
"140","Mobile - IAM/Itissallat",NULL,"1","1","31","IAM/Itissallat"
"140","Mobile - INWI/WANA",NULL,"1","2","47","INWI/WANA"
"140","Mobile - Medi Telecom",NULL,"1","0","15","Medi Telecom"
"154","Mobile - mCel",NULL,"1","1","31","mCel"
"154","Mobile - Movitel",NULL,"1","3","63","Movitel"
"154","Mobile - Vodacom",NULL,"1","4","79","Vodacom"
"150","Mobile - Myanmar Post & Teleco.",NULL,"1","1","31","Myanmar Post & Teleco."
"150","Mobile - Oreedoo",NULL,"1","5","95","Oreedoo"
"150","Mobile - Telenor",NULL,"1","6","111","Telenor"
"162","Mobile - Leo / Orascom",NULL,"1","3","63","Leo / Orascom"
"162","Mobile - MTC",NULL,"1","1","31","MTC"
"162","Mobile - Switch/Nam. Telec.",NULL,"1","2","47","Switch/Nam. Telec."
"171","Mobile - Ncell",NULL,"1","2","47","Ncell"
"171","Mobile - NT Mobile / Namaste",NULL,"1","1","31","NT Mobile / Namaste"
"171","Mobile - Smart Cell",NULL,"1","4","79","Smart Cell"
"169","Mobile - 6GMOBILE BV",NULL,"1","14","335","6GMOBILE BV"
"169","Mobile - Aspider Solutions",NULL,"1","23","575","Aspider Solutions"
"169","Mobile - Elephant Talk Communications Premium Rate Services Netherlands BV",NULL,"1","5","95","Elephant Talk Communications Premium Rate Services Netherlands BV"
"169","Mobile - Intercity Mobile Communications BV",NULL,"1","17","383","Intercity Mobile Communications BV"
"169","Mobile - KPN Telecom B.V.",NULL,"1","10","271","KPN Telecom B.V."
"169","Mobile - KPN Telecom B.V.",NULL,"1","8","143","KPN Telecom B.V."
"169","Mobile - KPN Telecom B.V.",NULL,"1","69","1695","KPN Telecom B.V."
"169","Mobile - KPN/Telfort",NULL,"1","12","303","KPN/Telfort"
"169","Mobile - Lancelot BV",NULL,"1","28","655","Lancelot BV"
"169","Mobile - Lycamobile Ltd",NULL,"1","9","159","Lycamobile Ltd"
"169","Mobile - Mundio/Vectone Mobile",NULL,"1","6","111","Mundio/Vectone Mobile"
"169","Mobile - NS Railinfrabeheer B.V.",NULL,"1","21","543","NS Railinfrabeheer B.V."
"169","Mobile - Private Mobility Nederland BV",NULL,"1","24","591","Private Mobility Nederland BV"
"169","Mobile - T-Mobile B.V.",NULL,"1","98","2447","T-Mobile B.V."
"169","Mobile - T-Mobile B.V.",NULL,"1","16","367","T-Mobile B.V."
"169","Mobile - T-mobile/former Orange",NULL,"1","20","527","T-mobile/former Orange"
"169","Mobile - Tele2",NULL,"1","2","47","Tele2"
"169","Mobile - Teleena Holding BV",NULL,"1","7","127","Teleena Holding BV"
"169","Mobile - Unify Mobile",NULL,"1","68","1679","Unify Mobile"
"169","Mobile - UPC Nederland BV",NULL,"1","18","399","UPC Nederland BV"
"169","Mobile - Vodafone Libertel",NULL,"1","4","79","Vodafone Libertel"
"169","Mobile - Voiceworks Mobile BV",NULL,"1","3","63","Voiceworks Mobile BV"
"169","Mobile - Ziggo BV",NULL,"1","15","351","Ziggo BV"
"33","Mobile - Cingular Wireless",NULL,"1","630","1584","Cingular Wireless"
